date,product_id,product_name,category,unit_price,quantity,total_price,vendor
2024-05-18,P004,Desk,Office,7358,2,14716,Amazon
2024-05-18,P002,Printer,Electronics,14215,7,102807,MakeMyTrip
2024-05-18,P007,Hotel Booking,Travel,7028,3,21084,Uber
2024-05-18,P008,Food Catering,Food,3293,4,13172,MakeMyTrip
2024-05-18,P005,Software License,Software,21305,6,127830,Swiggy
2024-05-18,P007,Hotel Booking,Travel,6294,6,37764,Amazon
2024-05-18,P005,Software License,Software,20709,8,165672,Amazon
2024-05-18,P002,Printer,Electronics,17647,9,158823,Flipkart
2024-05-18,P006,Flight Ticket,Travel,7491,3,22473,MakeMyTrip
2024-05-18,P002,Printer,Electronics,17654,1,17654,Amazon
2024-05-18,P007,Hotel Booking,Travel,7193,8,57544,MakeMyTrip
2024-05-18,P004,Desk,Office,7201,10,72010,Flipkart
2024-05-18,P007,Hotel Booking,Travel,6299,2,12598,MakeMyTrip
2024-05-18,P005,Software License,Software,23942,5,119710,Uber
2024-05-18,P007,Hotel Booking,Travel,5609,6,33654,Amazon
2024-05-18,P007,Hotel Booking,Travel,6705,6,40230,Swiggy
2024-05-19,P006,Flight Ticket,Travel,6962,2,13924,Uber
2024-05-19,P006,Flight Ticket,Travel,6680,9,60120,Flipkart
2024-05-19,P002,Printer,Electronics,15779,6,94674,Amazon
2024-05-19,P004,Desk,Office,8137,2,16274,Swiggy
2024-05-19,P002,Printer,Electronics,14093,1,14093,MakeMyTrip
2024-05-19,P005,Software License,Software,18288,6,109728,Uber
2024-05-19,P008,Food Catering,Food,3001,3,9003,Amazon
2024-05-19,P002,Printer,Electronics,15515,3,46545,MakeMyTrip
2024-05-19,P005,Software License,Software,23343,7,163401,MakeMyTrip
2024-05-19,P006,Flight Ticket,Travel,7485,6,44910,Uber
2024-05-19,P006,Flight Ticket,Travel,6909,8,55272,Flipkart
2024-05-19,P003,Office Chair,Office,5635,9,50715,MakeMyTrip
2024-05-19,P005,Software License,Software,19347,6,116082,Flipkart
2024-05-19,P005,Software License,Software,19373,6,116238,Uber
2024-05-19,P005,Software License,Software,23576,10,235760,Flipkart
2024-05-19,P005,Software License,Software,18037,1,18037,Swiggy
2024-05-19,P007,Hotel Booking,Travel,5597,7,39179,Amazon
2024-05-19,P001,Laptop,Electronics,57627,10,576270,MakeMyTrip
2024-05-19,P006,Flight Ticket,Travel,8128,3,24384,Swiggy
2024-05-19,P006,Flight Ticket,Travel,6346,8,50768,Swiggy
2024-05-19,P003,Office Chair,Office,4997,2,9994,MakeMyTrip
2024-05-19,P005,Software License,Software,19053,8,152424,Swiggy
2024-05-19,P004,Desk,Office,8317,3,24951,Flipkart
2024-05-19,P002,Printer,Electronics,15098,2,30196,Amazon
2024-05-19,P007,Hotel Booking,Travel,6919,9,62271,Flipkart
2024-05-19,P008,Food Catering,Food,2998,6,17988,Swiggy
2024-05-19,P008,Food Catering,Food,3060,5,15300,Amazon
2024-05-19,P001,Laptop,Electronics,45637,2,91274,Swiggy
2024-05-19,P006,Flight Ticket,Travel,6656,4,26624,Amazon
2024-05-19,P001,Laptop,Electronics,54847,8,438776,Amazon
2024-05-19,P003,Office Chair,Office,4750,7,33250,Flipkart
2024-05-19,P005,Software License,Software,18683,5,93415,MakeMyTrip
2024-05-19,P006,Flight Ticket,Travel,7343,8,58744,Swiggy
2024-05-19,P003,Office Chair,Office,4678,7,32746,Swiggy
2024-05-19,P007,Hotel Booking,Travel,5926,10,59260,Flipkart
2024-05-19,P002,Printer,Electronics,17673,3,53019,Swiggy
2024-05-19,P002,Printer,Electronics,15230,9,137070,Flipkart
2024-05-19,P008,Food Catering,Food,3124,6,18744,Flipkart
2024-05-19,P004,Desk,Office,7768,5,38840,MakeMyTrip
2024-05-19,P006,Flight Ticket,Travel,6898,4,27592,Uber
2024-05-19,P008,Food Catering,Food,2710,10,27100,MakeMyTrip
2024-05-19,P004,Desk,Office,7302,8,58416,Amazon
2024-05-19,P004,Desk,Office,9465,4,37860,Flipkart
2024-05-19,P008,Food Catering,Food,3072,1,3072,Swiggy
2024-05-19,P001,Laptop,Electronics,57064,2,114128,Swiggy
2024-05-19,P003,Office Chair,Office,5148,3,15444,Swiggy
2024-05-19,P003,Office Chair,Office,5156,9,46404,Flipkart
2024-05-19,P006,Flight Ticket,Travel,6615,7,46305,Swiggy
2024-05-19,P008,Food Catering,Food,3293,6,19758,Flipkart
2024-05-19,P006,Flight Ticket,Travel,8293,3,24879,MakeMyTrip
2024-05-20,P001,Laptop,Electronics,53814,6,322884,Flipkart
2024-05-20,P005,Software License,Software,20313,7,142191,Amazon
2024-05-20,P001,Laptop,Electronics,47187,1,47187,MakeMyTrip
2024-05-20,P002,Printer,Electronics,15602,9,143849,Swiggy
2024-05-20,P007,Hotel Booking,Travel,6267,5,31335,Swiggy
2024-05-20,P007,Hotel Booking,Travel,5996,9,53964,Uber
2024-05-20,P007,Hotel Booking,Travel,7086,10,70860,MakeMyTrip
2024-05-20,P008,Food Catering,Food,3397,4,13588,Swiggy
2024-05-20,P008,Food Catering,Food,2767,8,22136,Swiggy
2024-05-20,P002,Printer,Electronics,16985,9,152865,Uber
2024-05-20,P001,Laptop,Electronics,46075,10,460750,Swiggy
2024-05-20,P001,Laptop,Electronics,59040,4,236160,Uber
2024-05-20,P006,Flight Ticket,Travel,7439,5,37195,MakeMyTrip
2024-05-20,P008,Food Catering,Food,3309,7,23163,MakeMyTrip
2024-05-20,P007,Hotel Booking,Travel,6003,8,48024,Uber
2024-05-20,P001,Laptop,Electronics,48923,8,391384,MakeMyTrip
2024-05-20,P005,Software License,Software,20409,5,102045,Flipkart
2024-05-20,P001,Laptop,Electronics,51674,8,413392,Flipkart
2024-05-20,P007,Hotel Booking,Travel,6161,9,55449,MakeMyTrip
2024-05-20,P001,Laptop,Electronics,56016,8,448128,Uber
2024-05-20,P008,Food Catering,Food,3011,2,6022,Flipkart
2024-05-20,P005,Software License,Software,21287,5,106435,Amazon
2024-05-20,P008,Food Catering,Food,3236,7,22652,Swiggy
2024-05-20,P006,Flight Ticket,Travel,6769,5,33845,Uber
2024-05-20,P007,Hotel Booking,Travel,6353,9,57177,MakeMyTrip
2024-05-20,P002,Printer,Electronics,17387,1,17387,Uber
2024-05-20,P003,Office Chair,Office,4730,3,14190,Flipkart
2024-05-20,P008,Food Catering,Food,3369,2,6738,MakeMyTrip
2024-05-20,P006,Flight Ticket,Travel,8184,3,26842,MakeMyTrip
2024-05-20,P002,Printer,Electronics,17146,8,137168,Uber
2024-05-20,P003,Office Chair,Office,5471,4,21884,Swiggy
2024-05-20,P004,Desk,Office,7854,2,15708,MakeMyTrip
2024-05-20,P007,Hotel Booking,Travel,6107,7,42749,MakeMyTrip
2024-05-20,P003,Office Chair,Office,5584,6,33504,Flipkart
2024-05-20,P001,Laptop,Electronics,53555,1,53555,Uber
2024-05-20,P004,Desk,Office,9213,10,92130,Amazon
2024-05-20,P001,Laptop,Electronics,45679,1,45679,Swiggy
2024-05-20,P007,Hotel Booking,Travel,5625,3,16875,MakeMyTrip
2024-05-20,P002,Printer,Electronics,13723,2,27446,Uber
2024-05-20,P002,Printer,Electronics,16242,3,48726,Swiggy
2024-05-20,P003,Office Chair,Office,5199,1,5199,Flipkart
2024-05-20,P002,Printer,Electronics,15337,2,30674,Uber
2024-05-20,P007,Hotel Booking,Travel,6487,10,64870,Swiggy
2024-05-20,P003,Office Chair,Office,5553,8,44424,Amazon
2024-05-20,P007,Hotel Booking,Travel,6975,10,69750,Flipkart
2024-05-20,P007,Hotel Booking,Travel,6517,2,13034,Uber
2024-05-20,P004,Desk,Office,8592,2,17184,Uber
2024-05-20,P006,Flight Ticket,Travel,8297,7,58079,Swiggy
2024-05-20,P003,Office Chair,Office,5582,8,44656,Swiggy
2024-05-20,P006,Flight Ticket,Travel,7762,4,31048,Swiggy
2024-05-21,P008,Food Catering,Food,3253,5,16265,Swiggy
2024-05-21,P005,Software License,Software,22694,1,22694,MakeMyTrip
2024-05-21,P008,Food Catering,Food,3544,7,24808,Uber
2024-05-21,P005,Software License,Software,19113,6,114678,Flipkart
2024-05-21,P002,Printer,Electronics,17841,9,160569,Flipkart
2024-05-21,P004,Desk,Office,7562,3,22686,Amazon
2024-05-21,P008,Food Catering,Food,2727,3,8181,MakeMyTrip
2024-05-21,P005,Software License,Software,23081,6,138486,Swiggy
2024-05-21,P001,Laptop,Electronics,57395,8,459160,Uber
2024-05-21,P003,Office Chair,Office,5587,2,11174,Flipkart
2024-05-21,P006,Flight Ticket,Travel,7412,8,59296,Swiggy
2024-05-21,P008,Food Catering,Food,3574,5,17870,MakeMyTrip
2024-05-21,P007,Hotel Booking,Travel,6184,9,55656,Amazon
2024-05-21,P002,Printer,Electronics,13619,9,122571,MakeMyTrip
2024-05-21,P005,Software License,Software,23841,8,190728,MakeMyTrip
2024-05-21,P004,Desk,Office,8327,4,33308,Flipkart
2024-05-21,P007,Hotel Booking,Travel,7110,4,28440,Amazon
2024-05-21,P008,Food Catering,Food,3452,7,24164,Flipkart
2024-05-21,P006,Flight Ticket,Travel,6697,4,26788,Swiggy
2024-05-21,P006,Flight Ticket,Travel,6634,5,33170,Swiggy
2024-05-21,P006,Flight Ticket,Travel,6944,3,20832,MakeMyTrip
2024-05-21,P005,Software License,Software,21257,9,191313,MakeMyTrip
2024-05-21,P003,Office Chair,Office,5511,9,49599,Flipkart
2024-05-21,P003,Office Chair,Office,4600,10,46000,Flipkart
2024-05-21,P008,Food Catering,Food,2776,8,22208,Uber
2024-05-21,P001,Laptop,Electronics,52702,10,527020,Swiggy
2024-05-21,P006,Flight Ticket,Travel,8309,3,24927,MakeMyTrip
2024-05-21,P006,Flight Ticket,Travel,6731,7,47117,Flipkart
2024-05-21,P001,Laptop,Electronics,59094,6,354564,Flipkart
2024-05-21,P007,Hotel Booking,Travel,5867,3,17601,Amazon
2024-05-21,P008,Food Catering,Food,3537,7,24759,Swiggy
2024-05-21,P002,Printer,Electronics,13656,10,136560,MakeMyTrip
2024-05-21,P004,Desk,Office,7361,7,51527,MakeMyTrip
2024-05-21,P006,Flight Ticket,Travel,7669,1,7669,Swiggy
2024-05-21,P007,Hotel Booking,Travel,6179,7,43253,Amazon
2024-05-21,P003,Office Chair,Office,5693,5,28465,Amazon
2024-05-21,P004,Desk,Office,8429,5,42145,MakeMyTrip
2024-05-21,P005,Software License,Software,18983,8,151864,Amazon
2024-05-21,P004,Desk,Office,8212,7,57484,Swiggy
2024-05-21,P001,Laptop,Electronics,51041,3,153123,MakeMyTrip
2024-05-21,P001,Laptop,Electronics,54030,8,432240,Uber
2024-05-21,P003,Office Chair,Office,5523,9,49707,MakeMyTrip
2024-05-21,P003,Office Chair,Office,5162,2,10324,MakeMyTrip
2024-05-21,P007,Hotel Booking,Travel,5641,5,28205,Amazon
2024-05-21,P006,Flight Ticket,Travel,7775,10,77750,Amazon
2024-05-21,P007,Hotel Booking,Travel,5417,5,27085,Amazon
2024-05-21,P001,Laptop,Electronics,51029,9,459261,Flipkart
2024-05-21,P005,Software License,Software,22572,6,135432,MakeMyTrip
2024-05-21,P002,Printer,Electronics,16352,6,98112,Amazon
2024-05-21,P007,Hotel Booking,Travel,6867,6,41202,Swiggy
2024-05-22,P001,Laptop,Electronics,54127,3,162381,Uber
2024-05-22,P003,Office Chair,Office,5626,6,33756,Swiggy
2024-05-22,P003,Office Chair,Office,5189,4,20756,Flipkart
2024-05-22,P002,Printer,Electronics,17833,7,124831,Amazon
2024-05-22,P008,Food Catering,Food,3233,9,29097,MakeMyTrip
2024-05-22,P004,Desk,Office,8854,3,26562,Swiggy
2024-05-22,P008,Food Catering,Food,3088,9,27792,Flipkart
2024-05-22,P001,Laptop,Electronics,50943,8,407544,Uber
2024-05-22,P002,Printer,Electronics,14630,7,102410,Uber
2024-05-22,P007,Hotel Booking,Travel,6439,5,32195,MakeMyTrip
2024-05-22,P005,Software License,Software,20486,4,81944,Flipkart
2024-05-22,P005,Software License,Software,19470,10,194700,Uber
2024-05-22,P002,Printer,Electronics,13906,10,139060,Swiggy
2024-05-22,P008,Food Catering,Food,3473,2,6946,Uber
2024-05-22,P002,Printer,Electronics,15369,7,107583,Uber
2024-05-22,P008,Food Catering,Food,3380,5,16900,Swiggy
2024-05-22,P004,Desk,Office,7524,9,67716,Uber
2024-05-22,P002,Printer,Electronics,16159,6,96954,Swiggy
2024-05-22,P006,Flight Ticket,Travel,6913,3,20739,MakeMyTrip
2024-05-22,P008,Food Catering,Food,2899,4,11596,Uber
2024-05-22,P001,Laptop,Electronics,50580,2,101160,MakeMyTrip
2024-05-22,P006,Flight Ticket,Travel,7056,3,21168,Flipkart
2024-05-22,P006,Flight Ticket,Travel,6485,7,45395,MakeMyTrip
2024-05-22,P001,Laptop,Electronics,50529,3,155459,Flipkart
2024-05-22,P007,Hotel Booking,Travel,6072,9,54648,MakeMyTrip
2024-05-22,P001,Laptop,Electronics,46950,8,375600,Amazon
2024-05-22,P005,Software License,Software,23728,1,23728,Swiggy
2024-05-22,P007,Hotel Booking,Travel,6435,3,19305,Swiggy
2024-05-22,P005,Software License,Software,18971,4,75884,Swiggy
2024-05-22,P004,Desk,Office,9399,1,9399,MakeMyTrip
2024-05-22,P001,Laptop,Electronics,45194,9,406746,Flipkart
2024-05-22,P008,Food Catering,Food,3081,7,21567,Amazon
2024-05-22,P004,Desk,Office,8587,10,85870,Uber
2024-05-22,P007,Hotel Booking,Travel,7089,3,21267,MakeMyTrip
2024-05-22,P003,Office Chair,Office,5886,4,23544,Swiggy
2024-05-22,P006,Flight Ticket,Travel,6634,7,46438,Swiggy
2024-05-22,P006,Flight Ticket,Travel,7099,1,7099,Uber
2024-05-22,P003,Office Chair,Office,4713,2,9426,Flipkart
2024-05-22,P003,Office Chair,Office,5517,3,16551,Uber
2024-05-22,P007,Hotel Booking,Travel,6583,3,19749,Flipkart
2024-05-22,P001,Laptop,Electronics,51444,5,257220,MakeMyTrip
2024-05-22,P002,Printer,Electronics,16156,5,80780,MakeMyTrip
2024-05-22,P002,Printer,Electronics,17120,8,136960,Uber
2024-05-22,P001,Laptop,Electronics,52082,6,312492,Uber
2024-05-22,P008,Food Catering,Food,2720,6,16320,Amazon
2024-05-22,P002,Printer,Electronics,17844,4,71376,MakeMyTrip
2024-05-22,P008,Food Catering,Food,3594,1,3594,Flipkart
2024-05-22,P003,Office Chair,Office,5728,6,34368,Flipkart
2024-05-22,P005,Software License,Software,22250,2,44500,Flipkart
2024-05-22,P005,Software License,Software,23356,4,93424,MakeMyTrip
2024-05-23,P001,Laptop,Electronics,59209,5,296045,MakeMyTrip
2024-05-23,P008,Food Catering,Food,2783,3,8349,Swiggy
2024-05-23,P003,Office Chair,Office,5455,5,31364,Swiggy
2024-05-23,P007,Hotel Booking,Travel,5983,1,5983,Uber
2024-05-23,P007,Hotel Booking,Travel,5983,10,59830,Swiggy
2024-05-23,P004,Desk,Office,9319,6,55914,Amazon
2024-05-23,P004,Desk,Office,8138,6,48828,Uber
2024-05-23,P004,Desk,Office,9074,9,81666,Swiggy
2024-05-23,P008,Food Catering,Food,3373,2,6746,Amazon
2024-05-23,P005,Software License,Software,20792,2,41584,Swiggy
2024-05-23,P004,Desk,Office,7428,5,40759,MakeMyTrip
2024-05-23,P001,Laptop,Electronics,49746,8,397968,Amazon
2024-05-23,P007,Hotel Booking,Travel,5511,8,44088,Flipkart
2024-05-23,P006,Flight Ticket,Travel,8260,10,82600,Amazon
2024-05-23,P008,Food Catering,Food,3167,3,9501,Swiggy
2024-05-23,P002,Printer,Electronics,14505,2,29010,Flipkart
2024-05-23,P002,Printer,Electronics,14638,5,73190,Amazon
2024-05-23,P002,Printer,Electronics,17054,7,119378,Swiggy
2024-05-23,P007,Hotel Booking,Travel,5795,9,52155,Swiggy
2024-05-23,P008,Food Catering,Food,3074,9,27666,Amazon
2024-05-23,P004,Desk,Office,7425,9,66825,Swiggy
2024-05-23,P006,Flight Ticket,Travel,7572,9,68148,Uber
2024-05-23,P005,Software License,Software,21332,1,21332,Uber
2024-05-23,P006,Flight Ticket,Travel,7566,3,22698,Swiggy
2024-05-23,P008,Food Catering,Food,3515,8,28120,Swiggy
2024-05-23,P002,Printer,Electronics,16567,10,165670,MakeMyTrip
2024-05-23,P005,Software License,Software,18702,7,130914,Amazon
2024-05-23,P006,Flight Ticket,Travel,7613,4,30452,Amazon
2024-05-23,P008,Food Catering,Food,3552,8,28416,Uber
2024-05-23,P004,Desk,Office,8121,6,48726,MakeMyTrip
2024-05-23,P007,Hotel Booking,Travel,6160,1,6160,Uber
2024-05-23,P006,Flight Ticket,Travel,7550,9,67950,Flipkart
2024-05-23,P002,Printer,Electronics,13877,1,13877,Flipkart
2024-05-23,P005,Software License,Software,21816,1,21816,Amazon
2024-05-23,P006,Flight Ticket,Travel,6887,3,20661,MakeMyTrip
2024-05-23,P001,Laptop,Electronics,50041,3,150123,Amazon
2024-05-23,P008,Food Catering,Food,3343,4,13372,Amazon
2024-05-23,P001,Laptop,Electronics,57585,7,403095,Uber
2024-05-23,P005,Software License,Software,19782,2,41687,Amazon
2024-05-23,P008,Food Catering,Food,3250,4,13000,MakeMyTrip
2024-05-23,P008,Food Catering,Food,2853,7,19971,MakeMyTrip
2024-05-23,P004,Desk,Office,8314,2,16628,Flipkart
2024-05-23,P006,Flight Ticket,Travel,7840,4,31360,Flipkart
2024-05-23,P001,Laptop,Electronics,50332,1,50332,Uber
2024-05-23,P002,Printer,Electronics,13853,9,124677,Swiggy
2024-05-23,P002,Printer,Electronics,14869,8,118952,Flipkart
2024-05-23,P003,Office Chair,Office,5462,9,49158,Amazon
2024-05-23,P003,Office Chair,Office,4641,7,32487,MakeMyTrip
2024-05-23,P004,Desk,Office,8538,7,59766,Uber
2024-05-23,P004,Desk,Office,8061,4,32244,MakeMyTrip
2024-05-24,P001,Laptop,Electronics,47328,9,425952,Swiggy
2024-05-24,P008,Food Catering,Food,3142,5,15710,Amazon
2024-05-24,P004,Desk,Office,9255,6,55530,Amazon
2024-05-24,P008,Food Catering,Food,3407,3,10221,Uber
2024-05-24,P003,Office Chair,Office,5602,3,16806,Amazon
2024-05-24,P008,Food Catering,Food,3160,9,30138,Uber
2024-05-24,P002,Printer,Electronics,16053,5,80265,Amazon
2024-05-24,P008,Food Catering,Food,3346,7,23422,Uber
2024-05-24,P004,Desk,Office,8524,10,85240,Amazon
2024-05-24,P002,Printer,Electronics,16504,7,115528,Swiggy
2024-05-24,P007,Hotel Booking,Travel,6338,2,12676,Uber
2024-05-24,P003,Office Chair,Office,4625,3,13875,MakeMyTrip
2024-05-24,P008,Food Catering,Food,2855,1,2855,Uber
2024-05-24,P004,Desk,Office,9098,10,90980,Swiggy
2024-05-24,P008,Food Catering,Food,3311,8,26488,MakeMyTrip
