date,product_id,product_name,category,unit_price,quantity,total_price,vendor
2024-04-17,P005,Software License,Software,19903,3,59709,Uber
2024-04-17,P001,Laptop,Electronics,47684,3,143052,Amazon
2024-04-17,P006,Flight Ticket,Travel,7635,5,38175,Amazon
2024-04-17,P003,Office Chair,Office,5864,9,52776,Amazon
2024-04-17,P003,Office Chair,Office,5084,9,45756,Swiggy
2024-04-17,P004,Desk,Office,8343,4,34560,Flipkart
2024-04-17,P007,Hotel Booking,Travel,5802,3,17406,Flipkart
2024-04-17,P003,Office Chair,Office,5544,2,11088,Flipkart
2024-04-17,P002,Printer,Electronics,14386,7,100702,Amazon
2024-04-17,P005,Software License,Software,19156,2,38312,Uber
2024-04-17,P006,Flight Ticket,Travel,7779,3,23337,MakeMyTrip
2024-04-17,P001,Laptop,Electronics,48304,8,386432,Uber
2024-04-17,P002,Printer,Electronics,16371,1,16371,Amazon
2024-04-17,P006,Flight Ticket,Travel,6902,3,20706,Flipkart
2024-04-17,P006,Flight Ticket,Travel,8144,1,8144,Swiggy
2024-04-17,P004,Desk,Office,8670,7,60690,Amazon
2024-04-18,P004,Desk,Office,9084,10,94195,Amazon
2024-04-18,P002,Printer,Electronics,17238,2,34476,Uber
2024-04-18,P008,Food Catering,Food,3066,8,24528,Flipkart
2024-04-18,P007,Hotel Booking,Travel,6618,4,26472,MakeMyTrip
2024-04-18,P002,Printer,Electronics,15836,7,110852,Swiggy
2024-04-18,P008,Food Catering,Food,3266,1,3266,Flipkart
2024-04-18,P007,Hotel Booking,Travel,5946,6,35676,Amazon
2024-04-18,P001,Laptop,Electronics,50335,8,402680,MakeMyTrip
2024-04-18,P004,Desk,Office,7235,2,14470,Uber
2024-04-18,P002,Printer,Electronics,14548,4,58192,MakeMyTrip
2024-04-18,P002,Printer,Electronics,15320,8,125092,Swiggy
2024-04-18,P001,Laptop,Electronics,51460,7,360220,Uber
2024-04-18,P003,Office Chair,Office,4574,6,27444,Uber
2024-04-18,P004,Desk,Office,7527,10,75270,Swiggy
2024-04-18,P003,Office Chair,Office,4997,7,34979,MakeMyTrip
2024-04-18,P002,Printer,Electronics,16335,5,85392,Swiggy
2024-04-18,P001,Laptop,Electronics,48953,6,293718,Flipkart
2024-04-18,P003,Office Chair,Office,5884,9,52956,MakeMyTrip
2024-04-18,P003,Office Chair,Office,5555,7,38885,Uber
2024-04-18,P008,Food Catering,Food,2873,3,8619,MakeMyTrip
2024-04-18,P008,Food Catering,Food,3246,7,22722,Uber
2024-04-18,P007,Hotel Booking,Travel,5585,2,11170,Swiggy
2024-04-18,P004,Desk,Office,8813,10,88130,Flipkart
2024-04-18,P004,Desk,Office,7519,9,67671,Swiggy
2024-04-18,P005,Software License,Software,20467,2,40934,MakeMyTrip
2024-04-18,P002,Printer,Electronics,15694,5,78470,Swiggy
2024-04-18,P001,Laptop,Electronics,55305,9,497745,Amazon
2024-04-18,P006,Flight Ticket,Travel,7263,3,21789,Uber
2024-04-18,P004,Desk,Office,7315,10,73150,Flipkart
2024-04-18,P004,Desk,Office,8280,8,66240,Uber
2024-04-18,P001,Laptop,Electronics,58654,5,293270,Swiggy
2024-04-18,P008,Food Catering,Food,3498,7,24486,Flipkart
2024-04-18,P002,Printer,Electronics,14267,2,28534,Amazon
2024-04-18,P008,Food Catering,Food,2801,4,11204,Uber
2024-04-18,P006,Flight Ticket,Travel,7921,4,31684,Uber
2024-04-18,P003,Office Chair,Office,5572,9,50148,Uber
2024-04-18,P001,Laptop,Electronics,48507,10,485070,Swiggy
2024-04-18,P002,Printer,Electronics,13986,1,13986,MakeMyTrip
2024-04-18,P001,Laptop,Electronics,52744,1,55212,Flipkart
2024-04-18,P004,Desk,Office,7696,1,7696,Amazon
2024-04-18,P001,Laptop,Electronics,52021,6,312126,Swiggy
2024-04-18,P002,Printer,Electronics,17387,8,139096,Amazon
2024-04-18,P001,Laptop,Electronics,58844,10,588440,Amazon
2024-04-18,P001,Laptop,Electronics,58833,3,176499,MakeMyTrip
2024-04-18,P005,Software License,Software,21719,1,21719,Flipkart
2024-04-18,P008,Food Catering,Food,3597,6,21582,MakeMyTrip
2024-04-18,P003,Office Chair,Office,4804,2,9608,Flipkart
2024-04-18,P007,Hotel Booking,Travel,6437,10,64370,Flipkart
2024-04-18,P004,Desk,Office,8588,7,60116,Flipkart
2024-04-18,P004,Desk,Office,8080,7,56560,Flipkart
2024-04-19,P001,Laptop,Electronics,50830,1,50830,MakeMyTrip
2024-04-19,P008,Food Catering,Food,2899,2,5798,MakeMyTrip
2024-04-19,P004,Desk,Office,8617,3,25851,Uber
2024-04-19,P008,Food Catering,Food,3020,8,24160,Amazon
2024-04-19,P005,Software License,Software,18796,8,150368,Swiggy
2024-04-19,P001,Laptop,Electronics,56352,9,507168,Flipkart
2024-04-19,P004,Desk,Office,7699,5,38495,Swiggy
2024-04-19,P005,Software License,Software,18368,4,73472,Amazon
2024-04-19,P004,Desk,Office,9372,3,28116,Swiggy
2024-04-19,P005,Software License,Software,23967,1,23967,Swiggy
2024-04-19,P006,Flight Ticket,Travel,6608,7,46256,Uber
2024-04-19,P007,Hotel Booking,Travel,5471,5,27355,Amazon
2024-04-19,P003,Office Chair,Office,5884,6,35304,Swiggy
2024-04-19,P006,Flight Ticket,Travel,7202,1,7202,Uber
2024-04-19,P004,Desk,Office,8118,4,32472,MakeMyTrip
2024-04-19,P001,Laptop,Electronics,57164,9,517271,Flipkart
2024-04-19,P006,Flight Ticket,Travel,6310,3,18930,MakeMyTrip
2024-04-19,P004,Desk,Office,9296,4,37184,Swiggy
2024-04-19,P008,Food Catering,Food,3413,10,34130,MakeMyTrip
2024-04-19,P007,Hotel Booking,Travel,7076,5,35380,Uber
2024-04-19,P007,Hotel Booking,Travel,5672,6,34032,Flipkart
2024-04-19,P001,Laptop,Electronics,54078,2,108156,Flipkart
2024-04-19,P008,Food Catering,Food,3210,8,25680,Uber
2024-04-19,P001,Laptop,Electronics,46191,8,369528,Flipkart
2024-04-19,P008,Food Catering,Food,3206,6,19236,Amazon
2024-04-19,P006,Flight Ticket,Travel,6611,10,66110,Swiggy
2024-04-19,P002,Printer,Electronics,17222,1,17222,MakeMyTrip
2024-04-19,P002,Printer,Electronics,16836,6,101016,Swiggy
2024-04-19,P002,Printer,Electronics,13630,8,113474,Flipkart
2024-04-19,P004,Desk,Office,8800,5,44000,MakeMyTrip
2024-04-19,P004,Desk,Office,7918,2,15836,Amazon
2024-04-19,P005,Software License,Software,21178,7,148246,MakeMyTrip
2024-04-19,P001,Laptop,Electronics,52737,6,316422,Flipkart
2024-04-19,P003,Office Chair,Office,4927,9,45546,Amazon
2024-04-19,P007,Hotel Booking,Travel,6392,5,31960,Flipkart
2024-04-19,P005,Software License,Software,21933,4,87732,Uber
2024-04-19,P004,Desk,Office,7917,7,55419,Flipkart
2024-04-19,P005,Software License,Software,22933,6,137598,Uber
2024-04-19,P008,Food Catering,Food,2897,8,23176,MakeMyTrip
2024-04-19,P008,Food Catering,Food,3413,6,24979,Amazon
2024-04-19,P006,Flight Ticket,Travel,7520,3,22560,Flipkart
2024-04-19,P002,Printer,Electronics,15939,6,95634,MakeMyTrip
2024-04-19,P008,Food Catering,Food,3020,9,30810,Flipkart
2024-04-19,P004,Desk,Office,7737,2,15474,Uber
2024-04-19,P005,Software License,Software,18378,1,18378,MakeMyTrip
2024-04-19,P005,Software License,Software,19169,6,115014,Amazon
2024-04-19,P003,Office Chair,Office,4892,6,29352,Uber
2024-04-19,P004,Desk,Office,7673,3,23019,Swiggy
2024-04-19,P006,Flight Ticket,Travel,8193,8,67429,MakeMyTrip
2024-04-19,P007,Hotel Booking,Travel,6027,8,48216,MakeMyTrip
2024-04-20,P005,Software License,Software,19073,5,95365,Uber
2024-04-20,P007,Hotel Booking,Travel,6892,2,16366,Uber
2024-04-20,P001,Laptop,Electronics,46343,3,139029,Flipkart
2024-04-20,P003,Office Chair,Office,4529,10,45290,MakeMyTrip
2024-04-20,P006,Flight Ticket,Travel,7871,7,55097,Flipkart
2024-04-20,P005,Software License,Software,23956,10,239560,Amazon
2024-04-20,P006,Flight Ticket,Travel,7911,4,31644,Flipkart
2024-04-20,P008,Food Catering,Food,3071,4,12284,Uber
2024-04-20,P006,Flight Ticket,Travel,7169,5,35845,Flipkart
2024-04-20,P002,Printer,Electronics,13795,5,68975,Swiggy
2024-04-20,P002,Printer,Electronics,13727,10,137270,Flipkart
2024-04-20,P002,Printer,Electronics,16279,8,130232,Amazon
2024-04-20,P007,Hotel Booking,Travel,6852,3,20556,Amazon
2024-04-20,P007,Hotel Booking,Travel,6917,5,34585,Uber
2024-04-20,P003,Office Chair,Office,5837,7,43938,Flipkart
2024-04-20,P007,Hotel Booking,Travel,5574,1,5574,MakeMyTrip
2024-04-20,P004,Desk,Office,8302,7,58114,Swiggy
2024-04-20,P005,Software License,Software,19997,9,179973,Amazon
2024-04-20,P004,Desk,Office,8880,9,79920,Amazon
2024-04-20,P006,Flight Ticket,Travel,7207,10,72070,MakeMyTrip
2024-04-20,P002,Printer,Electronics,16048,1,16048,Uber
2024-04-20,P006,Flight Ticket,Travel,6752,8,54016,Swiggy
2024-04-20,P007,Hotel Booking,Travel,5528,7,40656,Uber
2024-04-20,P007,Hotel Booking,Travel,6464,5,32320,Amazon
2024-04-20,P001,Laptop,Electronics,56350,1,56350,MakeMyTrip
2024-04-20,P007,Hotel Booking,Travel,5929,10,59290,Uber
2024-04-20,P004,Desk,Office,8309,8,66472,Amazon
2024-04-20,P004,Desk,Office,8507,9,81520,Amazon
2024-04-20,P003,Office Chair,Office,5858,10,58580,Uber
2024-04-20,P003,Office Chair,Office,5809,6,34854,MakeMyTrip
2024-04-20,P007,Hotel Booking,Travel,5503,8,44024,Swiggy
2024-04-20,P004,Desk,Office,8854,7,66548,Flipkart
2024-04-20,P006,Flight Ticket,Travel,7889,5,39445,Uber
2024-04-20,P003,Office Chair,Office,5660,4,22640,MakeMyTrip
2024-04-20,P002,Printer,Electronics,14906,10,149060,Uber
2024-04-20,P004,Desk,Office,8767,8,70136,MakeMyTrip
2024-04-20,P007,Hotel Booking,Travel,6971,7,48797,Uber
2024-04-20,P002,Printer,Electronics,17240,1,17240,Swiggy
2024-04-20,P005,Software License,Software,22734,4,90936,Amazon
2024-04-20,P004,Desk,Office,9558,3,28674,Flipkart
2024-04-20,P004,Desk,Office,8122,1,8122,Uber
2024-04-20,P004,Desk,Office,8065,1,8065,MakeMyTrip
2024-04-20,P006,Flight Ticket,Travel,7414,2,14828,Uber
2024-04-20,P003,Office Chair,Office,4875,3,14625,MakeMyTrip
2024-04-20,P007,Hotel Booking,Travel,5598,5,27990,Uber
2024-04-20,P008,Food Catering,Food,3376,8,27008,Swiggy
2024-04-20,P008,Food Catering,Food,3091,10,30910,Uber
2024-04-20,P008,Food Catering,Food,3490,2,6980,Amazon
2024-04-20,P004,Desk,Office,8509,6,51054,Amazon
2024-04-20,P005,Software License,Software,23285,6,139710,Uber
2024-04-21,P006,Flight Ticket,Travel,6828,8,54624,Flipkart
2024-04-21,P001,Laptop,Electronics,59400,4,237600,Uber
2024-04-21,P003,Office Chair,Office,5153,4,20612,Uber
2024-04-21,P007,Hotel Booking,Travel,6356,8,50848,MakeMyTrip
2024-04-21,P008,Food Catering,Food,2916,10,29160,Uber
2024-04-21,P006,Flight Ticket,Travel,7240,3,21720,MakeMyTrip
2024-04-21,P001,Laptop,Electronics,55175,3,165525,Flipkart
2024-04-21,P003,Office Chair,Office,5782,8,46256,Amazon
2024-04-21,P007,Hotel Booking,Travel,6030,3,18090,Uber
2024-04-21,P002,Printer,Electronics,17328,3,51984,MakeMyTrip
2024-04-21,P008,Food Catering,Food,3183,9,31890,Swiggy
2024-04-21,P008,Food Catering,Food,3015,2,6030,Swiggy
2024-04-21,P001,Laptop,Electronics,53178,5,265890,Flipkart
2024-04-21,P003,Office Chair,Office,4675,7,32725,Uber
2024-04-21,P002,Printer,Electronics,16102,3,48306,Flipkart
2024-04-21,P008,Food Catering,Food,2945,4,11780,MakeMyTrip
2024-04-21,P003,Office Chair,Office,5823,8,46584,MakeMyTrip
2024-04-21,P004,Desk,Office,8455,6,50730,Amazon
2024-04-21,P006,Flight Ticket,Travel,7418,3,22254,Flipkart
2024-04-21,P007,Hotel Booking,Travel,5853,7,40971,Flipkart
2024-04-21,P001,Laptop,Electronics,52632,3,157896,Flipkart
2024-04-21,P007,Hotel Booking,Travel,5676,3,17028,Amazon
2024-04-21,P007,Hotel Booking,Travel,7164,9,64476,Flipkart
2024-04-21,P003,Office Chair,Office,5712,8,45696,Flipkart
2024-04-21,P003,Office Chair,Office,5701,2,11402,Flipkart
2024-04-21,P006,Flight Ticket,Travel,6529,3,19587,Flipkart
2024-04-21,P002,Printer,Electronics,16555,1,16555,MakeMyTrip
2024-04-21,P005,Software License,Software,18473,7,129311,Amazon
2024-04-21,P005,Software License,Software,22729,3,68187,Swiggy
2024-04-21,P008,Food Catering,Food,3082,10,30820,Amazon
2024-04-21,P008,Food Catering,Food,2970,10,29700,Flipkart
2024-04-21,P007,Hotel Booking,Travel,5550,3,16650,MakeMyTrip
2024-04-21,P008,Food Catering,Food,3520,1,3520,Flipkart
2024-04-21,P007,Hotel Booking,Travel,6426,8,51408,Uber
2024-04-21,P006,Flight Ticket,Travel,6993,1,6993,Flipkart
2024-04-21,P001,Laptop,Electronics,56398,4,225592,MakeMyTrip
2024-04-21,P001,Laptop,Electronics,53225,2,106450,MakeMyTrip
2024-04-21,P006,Flight Ticket,Travel,8380,2,16760,Amazon
2024-04-21,P008,Food Catering,Food,3130,7,21910,Amazon
2024-04-21,P007,Hotel Booking,Travel,6508,8,52064,Flipkart
2024-04-21,P004,Desk,Office,8579,5,42895,MakeMyTrip
2024-04-21,P003,Office Chair,Office,5561,10,55610,Uber
2024-04-21,P008,Food Catering,Food,3568,1,3568,MakeMyTrip
2024-04-21,P004,Desk,Office,9436,7,66052,Flipkart
2024-04-21,P001,Laptop,Electronics,50521,6,303126,MakeMyTrip
2024-04-21,P006,Flight Ticket,Travel,7199,1,7199,Swiggy
2024-04-21,P005,Software License,Software,22687,1,22687,Uber
2024-04-21,P001,Laptop,Electronics,52406,4,209624,Flipkart
2024-04-21,P005,Software License,Software,19886,8,160451,Amazon
2024-04-21,P003,Office Chair,Office,4602,3,13806,Uber
2024-04-22,P005,Software License,Software,23815,10,238150,Swiggy
2024-04-22,P008,Food Catering,Food,3290,5,16450,Uber
2024-04-22,P007,Hotel Booking,Travel,6742,9,60678,Uber
2024-04-22,P007,Hotel Booking,Travel,7064,6,42384,Flipkart
2024-04-22,P001,Laptop,Electronics,45536,2,91072,Uber
2024-04-22,P004,Desk,Office,8352,7,58464,Flipkart
2024-04-22,P007,Hotel Booking,Travel,6559,1,6559,Amazon
2024-04-22,P008,Food Catering,Food,3083,3,9249,Uber
2024-04-22,P004,Desk,Office,7980,2,15960,Amazon
2024-04-22,P005,Software License,Software,21831,10,218310,Flipkart
2024-04-22,P003,Office Chair,Office,4726,3,14178,Swiggy
2024-04-22,P001,Laptop,Electronics,56602,3,169806,Amazon
2024-04-22,P007,Hotel Booking,Travel,5705,5,28525,Amazon
2024-04-22,P001,Laptop,Electronics,50923,4,203692,MakeMyTrip
2024-04-22,P005,Software License,Software,21262,5,106310,MakeMyTrip
2024-04-22,P005,Software License,Software,20928,9,188352,Amazon
2024-04-22,P006,Flight Ticket,Travel,8331,10,83310,Amazon
2024-04-22,P001,Laptop,Electronics,49146,9,442314,Swiggy
2024-04-22,P006,Flight Ticket,Travel,8352,3,25056,Uber
2024-04-22,P001,Laptop,Electronics,46873,4,187492,Swiggy
2024-04-22,P002,Printer,Electronics,17801,2,35602,Swiggy
2024-04-22,P004,Desk,Office,9041,10,90410,Flipkart
2024-04-22,P008,Food Catering,Food,3007,8,24056,MakeMyTrip
2024-04-22,P003,Office Chair,Office,4720,10,47200,Amazon
2024-04-22,P005,Software License,Software,20153,9,181377,Swiggy
2024-04-22,P008,Food Catering,Food,3352,6,20112,MakeMyTrip
2024-04-22,P005,Software License,Software,18187,2,36374,Amazon
2024-04-22,P008,Food Catering,Food,2840,9,25560,Uber
2024-04-22,P008,Food Catering,Food,3202,8,25616,Swiggy
2024-04-22,P008,Food Catering,Food,3055,9,27495,Flipkart
2024-04-22,P003,Office Chair,Office,4590,4,18360,Amazon
2024-04-22,P006,Flight Ticket,Travel,8082,4,32328,Uber
2024-04-22,P008,Food Catering,Food,3019,3,9057,Uber
2024-04-22,P007,Hotel Booking,Travel,6351,4,25404,Flipkart
2024-04-22,P003,Office Chair,Office,4993,9,44937,Swiggy
2024-04-22,P002,Printer,Electronics,14824,5,74120,Flipkart
2024-04-22,P001,Laptop,Electronics,58077,5,290385,Uber
2024-04-22,P002,Printer,Electronics,17729,5,88645,Flipkart
2024-04-22,P001,Laptop,Electronics,54370,5,271850,Amazon
2024-04-22,P008,Food Catering,Food,2820,2,5640,Uber
2024-04-22,P004,Desk,Office,7338,3,22014,Swiggy
2024-04-22,P003,Office Chair,Office,5397,6,32382,Flipkart
2024-04-22,P001,Laptop,Electronics,50307,10,505729,Amazon
2024-04-22,P002,Printer,Electronics,17690,2,35380,Uber
2024-04-22,P006,Flight Ticket,Travel,7096,7,49672,Flipkart
2024-04-22,P005,Software License,Software,23392,3,70176,Flipkart
2024-04-22,P007,Hotel Booking,Travel,5875,8,47000,Swiggy
2024-04-22,P008,Food Catering,Food,3330,2,8671,Swiggy
2024-04-22,P003,Office Chair,Office,4844,7,33908,MakeMyTrip
2024-04-22,P002,Printer,Electronics,16601,6,99606,MakeMyTrip
2024-04-23,P007,Hotel Booking,Travel,5650,2,11300,MakeMyTrip
2024-04-23,P002,Printer,Electronics,17451,2,34902,Swiggy
2024-04-23,P004,Desk,Office,7769,10,77690,Amazon
2024-04-23,P003,Office Chair,Office,4931,3,14793,Flipkart
2024-04-23,P008,Food Catering,Food,3152,3,9456,Amazon
2024-04-23,P004,Desk,Office,9266,1,9266,MakeMyTrip
2024-04-23,P007,Hotel Booking,Travel,6222,9,55998,MakeMyTrip
2024-04-23,P003,Office Chair,Office,4961,8,41557,Uber
2024-04-23,P003,Office Chair,Office,5140,4,20560,Swiggy
2024-04-23,P002,Printer,Electronics,17216,3,51648,Flipkart
2024-04-23,P001,Laptop,Electronics,54509,1,54509,MakeMyTrip
2024-04-23,P002,Printer,Electronics,15728,7,110096,Uber
2024-04-23,P008,Food Catering,Food,3066,1,3066,Amazon
2024-04-23,P006,Flight Ticket,Travel,7843,8,62744,Swiggy
2024-04-23,P005,Software License,Software,19731,8,157848,Uber
2024-04-23,P003,Office Chair,Office,5777,2,12998,Uber
2024-04-23,P001,Laptop,Electronics,52154,4,208616,Uber
2024-04-23,P002,Printer,Electronics,14430,3,43290,Uber
2024-04-23,P001,Laptop,Electronics,50981,7,356867,Amazon
2024-04-23,P003,Office Chair,Office,5579,4,25295,MakeMyTrip
2024-04-23,P004,Desk,Office,8710,6,52260,Flipkart
2024-04-23,P007,Hotel Booking,Travel,6123,10,61230,Uber
2024-04-23,P002,Printer,Electronics,17181,7,120267,Uber
2024-04-23,P004,Desk,Office,9430,4,37720,Amazon
2024-04-23,P007,Hotel Booking,Travel,5993,4,23972,Swiggy
2024-04-23,P001,Laptop,Electronics,58540,1,58540,MakeMyTrip
2024-04-23,P008,Food Catering,Food,2886,1,2886,Swiggy
2024-04-23,P008,Food Catering,Food,2855,2,5710,MakeMyTrip
2024-04-23,P006,Flight Ticket,Travel,7963,1,7963,MakeMyTrip
2024-04-23,P003,Office Chair,Office,4736,10,47360,Uber
2024-04-23,P006,Flight Ticket,Travel,8217,9,73953,Swiggy
2024-04-23,P004,Desk,Office,7459,7,52213,MakeMyTrip
2024-04-23,P005,Software License,Software,20218,4,80872,Flipkart
2024-04-23,P001,Laptop,Electronics,55425,2,110850,Swiggy
2024-04-23,P002,Printer,Electronics,17030,7,119210,MakeMyTrip
2024-04-23,P008,Food Catering,Food,2758,10,27580,Swiggy
2024-04-23,P001,Laptop,Electronics,59261,2,118522,Amazon
2024-04-23,P006,Flight Ticket,Travel,7056,6,42336,Uber
2024-04-23,P003,Office Chair,Office,4980,5,24900,MakeMyTrip
2024-04-23,P003,Office Chair,Office,5271,10,52710,Amazon
2024-04-23,P003,Office Chair,Office,5256,1,5256,Amazon
2024-04-23,P001,Laptop,Electronics,51565,8,412520,Swiggy
2024-04-23,P006,Flight Ticket,Travel,7129,3,21387,MakeMyTrip
2024-04-23,P001,Laptop,Electronics,57657,6,345942,Amazon
2024-04-23,P003,Office Chair,Office,4990,2,9980,Uber
2024-04-23,P004,Desk,Office,7897,1,7897,Flipkart
2024-04-23,P005,Software License,Software,22541,6,135246,Uber
2024-04-23,P004,Desk,Office,9049,6,54294,Flipkart
2024-04-23,P002,Printer,Electronics,14065,5,70325,Amazon
2024-04-23,P005,Software License,Software,19744,3,59232,Swiggy
2024-04-24,P001,Laptop,Electronics,52064,2,104128,Uber
2024-04-24,P006,Flight Ticket,Travel,6429,2,12858,Swiggy
2024-04-24,P002,Printer,Electronics,16378,7,116284,Flipkart
2024-04-24,P008,Food Catering,Food,3235,6,19410,Amazon
2024-04-24,P001,Laptop,Electronics,55037,7,385259,Flipkart
2024-04-24,P008,Food Catering,Food,2844,3,8532,MakeMyTrip
2024-04-24,P008,Food Catering,Food,2903,3,8709,Flipkart
2024-04-24,P008,Food Catering,Food,3138,4,12552,Amazon
2024-04-24,P005,Software License,Software,20113,5,100565,MakeMyTrip
2024-04-24,P002,Printer,Electronics,14475,7,101325,Swiggy
2024-04-24,P002,Printer,Electronics,16097,2,32194,Flipkart
2024-04-24,P004,Desk,Office,8325,3,24975,Amazon
2024-04-24,P007,Hotel Booking,Travel,6466,7,45262,MakeMyTrip
2024-04-24,P007,Hotel Booking,Travel,6525,7,45675,Uber
2024-04-24,P005,Software License,Software,21734,3,65202,Swiggy
2024-04-24,P001,Laptop,Electronics,53708,2,109521,Amazon
2024-04-24,P004,Desk,Office,8291,8,66328,Flipkart
2024-04-24,P008,Food Catering,Food,3462,2,6924,Uber
2024-04-24,P008,Food Catering,Food,2845,5,14225,Amazon
